Disease ID,Disorder name,Gene symbols,OMIM ID,Chromosome,Class
779,"Hypoparathyroidism, autosomal dominant(3)",PTH,168450,11p15.3-p15.1,Endocrine
779,"Hypoparathyroidism, autosomal recessive (3)",PTH,168450,11p15.3-p15.1,Endocrine
779,"Hypoparathyroidism, familial isolated, 146200 (3)",GCMB,603716,6p24.2,Endocrine
780,"Hypoparathyroidism-retardation-dysmorphism syndrome, 241410 (3)","TBCE, KCS, KCS1, HRD",604934,1q42-q43,Endocrine
781,"Hypoparathyroidism, sensorineural deafness, and renal dysplasia, 146255 (3)","GATA3, HDR",131320,10p15,Endocrine
782,"Hypophosphatasia, childhood, 241510 (3)","ALPL, HOPS, TNSALP",171760,1p36.1-p34,Metabolic
782,"Hypophosphatasia, infantile, 241500 (3)","ALPL, HOPS, TNSALP",171760,1p36.1-p34,Metabolic
783,"Hypophosphatemia, type III (3)","CLCN5, CLCK2, NPHL2, DENTS",300008,Xp11.22,Metabolic
783,"Hypophosphatemia, X-linked, 307800 (3)","PHEX, HYP, HPDR1",300550,Xp22.2-p22.1,Metabolic
784,"Hypophosphatemic rickets, autosomal dominant, 193100 (3)","FGF23, ADHR, HPDR2, PHPTC",605380,12p13.3,Bone
785,"Hypoplastic enamel pitting, localized, 608563 (3)",ENAM,606585,4q21,Connective tissue
2785,"Hypoplastic left heart syndrome, 241550 (3)","GJA1, CX43, ODDD, SDTY3, ODOD",121014,6q21-q23.2,Cardiovascular
786,Hypoprothrombinemia (3),F2,176930,11p11-q12,Hematological
787,"Hypothyroidism, autoimmune, 140300 (3)",CTLA4,123890,2q33,Endocrine
787,"Hypothyroidism, congenital, 274400 (3)","SLC5A5, NIS",601843,19p13.2-p12,Endocrine
787,"Hypothyroidism, congenital, due to DUOX2 deficiency, 607200 (3)","DUOX2, THOX2",606759,15q15.3,Endocrine
787,"Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia, 218700 (3)",PAX8,167415,2q12-q14,Endocrine
787,"Hypothyroidism, congenital, due to TSH resistance, 275200 (3)",TSHR,603372,14q31,Endocrine
787,"Hypothyroidism, hereditary congenital (3)","TG, AITD3",188450,8q24.2-q24.3,Endocrine
787,"Hypothyroidism, nongoitrous (3)",TSHB,188540,1p13,Endocrine
787,"Hypothyroidism, subclinical (3)",TSHR,603372,14q31,Endocrine
788,"Hypotrichosis, congential, with juvenile macular dystrophy, 601553 (3)","CDH3, CDHP, PCAD, HJMD",114021,16q22.1,Dermatological
788,"Hypotrichosis, localized, autosomal recessive, 607903 (3)","DSG4, LAH",607892,18q12,Dermatological
788,"Hypotrichosis-lymphedema-telangiectasia syndrome, 607823 (3)","SOX18, HLTS",601618,20q13.33,Dermatological
788,"Hypotrichosis simplex of scalp, 146520 (3)","CDSN, HTSS",602593,6p21.3,Dermatological
791,"Hypouricemia, renal, 220150 (3)","SLC22A12, OAT4L, URAT1",607096,11q13,Renal
792,"Hystrix-like ichthyosis with deafness, 602540 (3)","GJB2, CX26, DFNB1, PPK, DFNA3, KID,
HID",121011,13q11-q12,multiple
793,"Ichthyosiform erythroderma, congenital, 242100 (3)","TGM1, ICR2, LI1",190195,14q11.2,Dermatological
793,"Ichthyosiform erythroderma, congenital, nonbullous, 1, 242100 (3)",ALOX12B,603741,17pter-p13.1,Dermatological
793,"Ichthyosiform erythroderma, congenital, nonbullous, 1, 242100 (3)",ALOXE3,607206,17p13.1,Dermatological
794,"Ichthyosis bullosa of Siemens, 146800 (3)","KRT2A, KRT2E",600194,12q11-q13,Dermatological
794,"Ichthyosis, congenital, autosomal recessive (3)",ICHYN,609383,5q33,Dermatological
794,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",KRT10,148080,17q21-q22,Dermatological
794,"Ichthyosis, harlequin, 242500 (3)","ABCA12, ICR2B, LI2",607800,2q34,Dermatological
794,"Ichthyosis histrix, Curth-Macklin type, 146590 (3)",KRT1,139350,12q13,Dermatological
794,"Ichthyosis, lamellar 2, 601277 (3)","ABCA12, ICR2B, LI2",607800,2q34,Dermatological
794,"Ichthyosis, lamellar, autosomal recessive, 242300 (3)","TGM1, ICR2, LI1",190195,14q11.2,Dermatological
794,"Ichthyosis, X-linked (3)","STS, ARSC1, ARSC, SSDD",308100,Xp22.32,Dermatological
795,"ICOS deficiency, 607594 (3)","ICOS, AILIM",604558,2q33,Immunological
797,"IgE levels QTL, 147050 (3)","PHF11, NYREN34",607796,13q14.1,Immunological
798,"IgG2 deficiency, selective (3)",IGHG2,147110,14q32.33,Immunological
799,"IgG receptor I, phagocytic, familial deficiency of (3)","FCGR1A, IGFR1, CD64",146760,1q21.2-q21.3,Immunological
801,"Immunodeficiency-centromeric instability-facial anomalies syndrome, 242860 (3)","DNMT3B, ICF",602900,20q11.2,multiple
802,Immunodeficiency due to defect in CD3-epsilon (3),CD3E,186830,11q23,Immunological
802,Immunodeficiency due to defect in CD3-gamma (3),CD3G,186740,11q23,Immunological
802,"Immunodeficiency with hyper-IgM, type 2, 605258 (3)","AICDA, AID, HIGM2",605257,12p13,Immunological
802,"Immunodeficiency with hyper-IgM, type 3, 606843 (3)","TNFRSF5, CD40",109535,20q12-q13.2,Immunological
802,"Immunodeficiency with hyper IgM, type 4, 608106 (3)","UNG, DGU, HIGM4",191525,12q23-q24.1,Immunological
802,"Immunodeficiency, X-linked, with hyper-IgM, 308230 (3)","TNFSF5, CD40LG, HIGM1, IGM",300386,Xq26,Immunological
803,"Immunodysregulation, polyendocrinopathy, and enteropathy, X-linked, 304790 (3)","FOXP3, IPEX, AIID, XPID, PIDX",300292,Xp11.23-q13.3,multiple
804,"Immunoglobulin A deficiency, 609529 (3)","TNFRSF14B, TACI",604907,17p11.2,Immunological
805,"Inclusion body myopathy-3, 605637 (3)",MYH2,160740,17p13.1,Muscular
805,"Inclusion body myopathy, autosomal recessive, 600737 (3)","GNE, GLCNE, IBM2, DMRV, NM",603824,9p12-p11,Muscular
805,"Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia,
167320 (3)","VCP, IBMPFD",601023,9p13-p12,Muscular
806,"Incontinentia pigmenti, type II, 308300 (3)","IKBKG, NEMO, FIP3, IP2",300248,Xq28,Dermatological
807,"Infantile spasm syndrome, 308350 (3)","ARX, ISSX, PRTS, MRXS1, MRX36,
MRX54",300382,Xp22.13,Neurological
809,Infundibular hypoplasia and hypopituitarism (3),"SOX3, MRGH",313430,Xq26.3,Endocrine
810,Inosine triphosphatase deficiency (3),ITPA,147520,20p,Metabolic
811,"Insensitivity to pain, congenital, with anhidrosis, 256800 (3)","NTRK1, TRKA, MTC",191315,1q21-q22,Neurological
812,Insomnia (3) (),GABRB3,137192,15q11.2-q12,Psychiatric
812,"Insomnia, fatal familial, 600072 (3)","PRNP, PRIP",176640,20pter-p12,Psychiatric
814,"Insulin resistance, severe, digenic, 604367 (3)","PPARG, PPARG1, PPARG2",601487,3p25,Metabolic
814,"Insulin resistance, severe, digenic, 604367 (3)","PPP1R3A, PPP1R3",600917,7q11.23-q21.11,Metabolic
814,"Insulin resistance, susceptibility to (3)","PTPN1, PTP1B",176885,20q13.1-q13.2,Metabolic
816,"Interleukin-2 receptor, alpha chain, deficiency of (3)","IL2RA, IL2R",147730,10p15-p14,Immunological
817,"Intervertebral disc disease, susceptibility to, 603932 (3)","COL9A2, EDM2",120260,1p33-p32.2,Neurological
817,"Intervertebral disc disease, susceptibility to, 603932 (3)","COL9A3, EDM3, IDD",120270,20q13.3,Neurological
819,Intrauterine and postnatal growth retardation (3),IGF1R,147370,15q25-q26,Developmental
819,Intrauterine and postnatal growth retardation (3),IGF2,147470,11p15.5,Developmental
820,"Intrinsic factor deficiency, 261000 (3)","GIF, IF",609342,11q13,Hematological
821,"IRAK4 deficiency, 607676 (3)","IRAK4, REN64",606883,12q12,Immunological
822,"Iridogoniodysgenesis, 601631 (3)","FOXC1, FKHL7, FREAC3",601090,6p25,Ophthamological
822,"Iridogoniodysgenesis syndrome-2, 137600 (3)","PITX2, IDG2, RIEG1, RGS, IGDS2",601542,4q25-q26,Ophthamological
823,Iris hypoplasia and glaucoma (3),"FOXC1, FKHL7, FREAC3",601090,6p25,Ophthamological
824,"Iron deficiency anemia, susceptibility to (3)",TF,190000,3q21,Hematological
824,"Iron overload, autosomal dominant (3)","FTH1, FTHL6",134770,11q12-q13,Hematological
825,"Isolated growth hormone deficiency, Illig type with absent GH and Kowarski type with
bioinactive GH (3)","GH1, GHN",139250,17q22-q24,Endocrine
826,"Isovaleric acidemia, 243500 (3)",IVD,607036,15q14-q15,Metabolic
827,"Jackson-Weiss syndrome, 123150 (3)","FGFR1, FLT2, KAL2",136350,8p11.2-p11.1,Skeletal
827,"Jackson-Weiss syndrome, 123150 (3)","FGFR2, BEK, CFD1, JWS",176943,10q26,Skeletal
829,"Jensen syndrome, 311150 (3)","TIMM8A, DFN1, DDP, MTS, DDP1",300356,Xq22,Neurological
830,"Jervell and Lange-Nielsen syndrome, 220400 (3)","KCNE1, JLNS, LQT5",176261,21q22.1-q22.2,multiple
830,"Jervell and Lange-Nielsen syndrome, 220400 (3)","KCNQ1, KCNA9, LQT1, KVLQT1,
ATFB1",607542,11p15.5,multiple
831,"Joubert syndrome, 213300 (3)","NPHP1, NPH1, SLSN1",607100,2q13,multiple
831,"Joubert syndrome-3, 608629 (3)",AHI1,608894,6q23.3,multiple
832,"Juberg-Marsidi syndrome, 309590 (3)","ATRX, XH2, XNP, MRXS3, SHS",300032,Xq13,multiple
833,"Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome, 175050 (3)","MADH4, DPC4, SMAD4, JIP",600993,18q21.1,Cancer
835,"Kallikrein, decreased urinary activity of (3)","KLK1, KLKR",147910,19q13.2-q13.4,Renal
836,"Kallmann syndrome 2, 147950 (3)","FGFR1, FLT2, KAL2",136350,8p11.2-p11.1,multiple
836,Kallmann syndrome (3),"KAL1, KMS, ADMLX",308700,Xp22.3,multiple
837,"Kanzaki disease, 609242 (3)",NAGA,104170,22q11,Metabolic
838,"Kaposi sarcoma, susceptibility to, 148000 (3)","IL6, IFNB2, BSF2",147620,7p21,Immunological
839,Kappa light chain deficiency (3),IGKC,147200,2p12,Immunological
840,"Kartagener syndrome, 244400 (3)","DNAH11, DNAHC11",603339,Chr.7,multiple
840,"Kartagener syndrome, 244400 (3)","DNAH5, HL1, PCD, CILD3",603335,5p15-p14,multiple
840,"Kartagener syndrome, 244400 (3)","DNAI1, CILD1, ICS, PCD",604366,9p21-p13,multiple
841,"Kenny-Caffey syndrome-1, 244460 (3)","TBCE, KCS, KCS1, HRD",604934,1q42-q43,multiple
842,"Keratitis, 148190 (3)","PAX6, AN2, MGDA",607108,11p13,Ophthamological
843,"Keratitis-ichthyosis-deafness syndrome, 148210 (3)","GJB2, CX26, DFNB1, PPK, DFNA3, KID,
HID",121011,13q11-q12,multiple
844,"Keratoconus, 148300 (3)","VSX1, RINX, PPCD, PPD, KTCN",605020,20p11.2,Ophthamological
845,"Keratoderma, palmoplantar, with deafness, 148350 (3)","GJB2, CX26, DFNB1, PPK, DFNA3, KID,
HID",121011,13q11-q12,Dermatological
847,"Keratosis follicularis spinulosa decalvans, 308800 (3)","SAT, SSAT, KFSD",313020,Xp22.1,Dermatological
847,"Keratosis palmoplantaria striata, 148700 (3)",KRT1,139350,12q13,Dermatological
847,"Keratosis palmoplantaris striata I, 148700 (3)",DSG1,125670,18q12.1-q12.2,Dermatological
847,Keratosis palmoplantaris striata II (3),"DSP, KPPS2, PPKS2",125647,6p24,Dermatological
847,"Keratosis palmoplantaris striata III, 607654 (3)",KRT1,139350,12q13,Dermatological
848,Ketoacidosis due to SCOT deficiency (3),"SCOT, OXCT",245050,5p13,Metabolic
849,"Keutel syndrome, 245150 (3)","MGP, NTI",154870,12p13.1-p12.3,multiple
850,"Kindler syndrome, 173650 (3)","KIND1, URP1, C20orf42",607900,20p13,Dermatological
851,Kininogen deficiency (3),KNG,228960,3q27,Hematological
853,"Klippel-Trenaunay syndrome, 149000 (3)","VG5Q, HUS84971, FLJ10283",608464,5q13.3,multiple
854,"Kniest dysplasia, 156550 (3)",COL2A1,120140,12q13.11-q13.2,Skeletal
855,"Knobloch syndrome, 267750 (3)","COL18A1, KNO",120328,21q22.3,multiple
856,"Krabbe disease, 245200 (3)",GALC,606890,14q31,Neurological
857,"L-2-hydroxyglutaric aciduria, 236792 (3)","L2HGDH, C14orf160",609584,14q22.1,Metabolic
858,Lactate dehydrogenase-B deficiency (3),LDHB,150100,12p12.2-p12.1,Metabolic
859,"Lacticacidemia due to PDX1 deficiency, 245349 (3)",PDX1,608769,11p13,Metabolic
862,"Langer mesomelic dysplasia, 249700 (3)","SHOX, GCFX, SS, PHOG",312865,Xpter-p22.32,Skeletal
862,"Langer mesomelic dysplasia, 249700 (3)",SHOXY,400020,Ypter-p11.2,Skeletal
863,"Laron dwarfism, 262500 (3)",GHR,600946,5p13-p12,Skeletal
865,"Larson syndrome, 150250 (3)","FLNB, SCT, AOI",603381,3p14.3,Skeletal
868,"Laryngoonychocutaneous syndrome, 245660 (3)","LAMA3, LOCS",600805,18q11.2,multiple
869,"Lathosterolosis, 607330 (3)","SC5DL, ERG3",602286,11q23.3,Metabolic
870,LCHAD deficiency (3),"HADHA, MTPA",600890,2p23,Metabolic
871,"Lead poisoning, susceptibility to (3)",ALAD,125270,9q34,Metabolic
872,"Leanness, inherited (3)","AGRP, ART, AGRT",602311,16q22,Nutritional
873,"Leber congenital amaurosis, 204000 (3)","CRB1, RP12",604210,1q31-q32.1,Ophthamological
873,"Leber congenital amaurosis, 204000 (3)","CRX, CORD2, CRD",602225,19q13.3,Ophthamological
873,"Leber congenital amaurosis, 204000 (3)","RPGRIP1, LCA6, CORD9",605446,14q11,Ophthamological
873,"Leber congenital amaurosis-2, 204100 (3)","RPE65, RP20",180069,1p31,Ophthamological
873,"Leber congenital amaurosis, 604393 (3)","AIPL1, LCA4",604392,17p13.1,Ophthamological
873,"Leber congenital amaurosis, type I, 204000 (3)","GUCY2D, GUC2D, LCA1, CORD6",600179,17p13.1,Ophthamological
873,"Leber congenital amaurosis, type III, 604232 (3)","RDH12, LCA3",608830,14q23.3,Ophthamological
874,Left-right axis malformations (3),ACVR2B,602730,3p22-p21.3,Developmental
874,Left-right axis malformations (3),"EBAF, TGFB4, LEFTY2, LEFTA,
LEFTYA",601877,1q42.1,Developmental
875,"Left ventricular noncompaction, familial isolated, 1, 604169 (3)","DTNA, D18S892E, DRP3, LVNC1",601239,18q12.1-q12.2,Cardiovascular
875,"Left ventricular noncompaction with congenital heart defects, 606617 (3)","DTNA, D18S892E, DRP3, LVNC1",601239,18q12.1-q12.2,Cardiovascular
876,"Legionaire disease, susceptibility to, 608556 (3)","TLR5, TIL3",603031,1q41-q42,Immunological
877,"Leigh syndrome, 256000 (3)","BCS1L, FLNMS, GRACILE",603647,2q33,Neurological
877,"Leigh syndrome, 256000 (3)","DLD, LAD, PHE3",238331,7q31-q32,Neurological
877,"Leigh syndrome, 256000 (3)",NDUFS3,603846,11p11.11,Neurological
877,"Leigh syndrome, 256000 (3)","NDUFS4, AQDQ",602694,5q11.1,Neurological
877,"Leigh syndrome, 256000 (3)","NDUFS7, PSST",601825,19p13,Neurological
877,"Leigh syndrome, 256000 (3)",NDUFS8,602141,11q13,Neurological
877,"Leigh syndrome, 256000 (3)","NDUFV1, UQOR1",161015,11q13,Neurological
877,"Leigh syndrome, 256000 (3)","SDHA, SDH2, SDHF",600857,5p15,Neurological
877,"Leigh syndrome, due to COX deficiency, 256000 (3)",SURF1,185620,9q34,Neurological
877,"Leigh syndrome due to cytochrome c oxidase deficiency, 256000 (3)",COX15,603646,10q24,Neurological
877,"Leigh syndrome, French-Canadian type, 220111 (3)","LRPPRC, LRP130, LSFC",607544,2p21-p16,Neurological
877,"Leigh syndrome, X-linked, 308930 (3)","PDHA1, PHE1A",312170,Xp22.2-p22.1,Neurological
878,"Leiomyomatosis and renal cell cancer, 605839 (3)",FH,136850,1q42.1,Cancer
878,"Leiomyomatosis, diffuse, with Alport syndrome, 308940 (3)",COL4A6,303631,Xq22.3,Cancer
880,"Leopard syndrome, 151100 (3)","PTPN11, PTP2C, SHP2, NS1",176876,12q24.1,multiple
881,"Leprechaunism, 246200 (3)",INSR,147670,19p13.2,Developmental
882,"Leprosy, susceptibility to, 607572 (3)","PRKN, PARK2, PDJ",602544,6q25.2-q27,Immunological
883,"Leri-Weill dyschondrosteosis, 127300 (3)","SHOX, GCFX, SS, PHOG",312865,Xpter-p22.32,Skeletal
883,"Leri-Weill dyschondrosteosis, 127300 (3)",SHOXY,400020,Ypter-p11.2,Skeletal
884,"Lesch-Nyhan syndrome, 300322, (3)","HPRT1, HPRT",308000,Xq26-q27.2,Metabolic
886,"Leukemia-1, T-cell acute lymphocytic (3)","TAL1, TCL5, SCL",187040,1p32,Cancer
886,"Leukemia-2, T-cell acute lymphoblastic (3)",TAL2,186855,9q31,Cancer
886,"Leukemia, acute lymphoblastic (3)",FLT3,136351,13q12,Cancer
886,"Leukemia, acute lymphoblastic (3)","NBS1, NBS",602667,8q21,Cancer
886,"Leukemia, acute lymphoblastic (3)","ZNFN1A1, IK1, LYF1",603023,7p12,Cancer
886,"Leukemia, acute lymphoblastic, susceptibility to (3)","HOXD4, HOX4B",142981,2q31-q32,Cancer
886,"Leukemia, acute lymphocytic (3)","BCR, CML, PHL, ALL",151410,22q11.21,Cancer
886,"Leukemia, acute myeloblastic (3)",ARNT,126110,1q21,Cancer
886,"Leukemia, acute myelogenous (3)","KRAS2, RASK2",190070,12p12.1,Cancer
886,"Leukemia, acute myelogenous, 601626 (3)",GMPS,600358,3q24,Cancer
886,"Leukemia, acute myeloid, 601626 (3)",AF10,602409,10p12,Cancer
886,"Leukemia, acute myeloid, 601626 (3)","ARHGEF12, LARG, KIAA0382",604763,11q23.3,Cancer
886,"Leukemia, acute myeloid, 601626 (3)","CALM, CLTH",603025,11q14,Cancer
886,"Leukemia, acute myeloid, 601626 (3)","CEBPA, CEBP",116897,19q13.1,Cancer
886,"Leukemia, acute myeloid, 601626 (3)","CHIC2, BTL",604332,4q11-q12,Cancer
886,"Leukemia, acute myeloid, 601626 (3)",FLT3,136351,13q12,Cancer
886,"Leukemia, acute myeloid, 601626 (3)","KIT, PBT",164920,4q12,Cancer
886,"Leukemia, acute myeloid, 601626 (3)",LPP,600700,3q28,Cancer
886,"Leukemia, acute myeloid, 601626 (3)",NPM1,164040,5q35,Cancer
886,"Leukemia, acute myeloid, 601626 (3)","NUP214, D9S46E, CAN, CAIN",114350,9q34.1,Cancer
886,"Leukemia, acute myeloid, 601626 (3)","RUNX1, CBFA2, AML1",151385,21q22.3,Cancer
886,"Leukemia, acute myeloid, 601626 (3)","WHSC1L1, NSD3",607083,8p12,Cancer
886,"Leukemia, acute myeloid, reduced survival in (3)",FLT3,136351,13q12,Cancer
886,"Leukemia, acute myelomonocytic (3)",AF1Q,604684,1q21,Cancer
886,"Leukemia, acute promyelocytic, NPM/RARA type (3)",NPM1,164040,5q35,Cancer
886,"Leukemia, acute promyelocytic, NUMA/RARA type (3)",NUMA1,164009,11q13,Cancer
886,"Leukemia, acute promyelocytic, PL2F/RARA type (3)","ZNF145, PLZF",176797,11q23.1,Cancer
886,"Leukemia, acute promyelocytic, PML/RARA type (3)","PML, MYL",102578,15q22,Cancer
886,"Leukemia, acute promyeloyctic, STAT5B/RARA type (3)",STAT5B,604260,17q11.2,Cancer
886,"Leukemia, acute T-cell lymphoblastic (3)",AF10,602409,10p12,Cancer
886,"Leukemia, acute T-cell lymphoblastic (3)","CALM, CLTH",603025,11q14,Cancer
886,"Leukemia, chronic lymphatic, susceptibility to, 151400 (3)","ARL11, ARLTS1",609351,13q14.3,Cancer
886,"Leukemia, chronic lymphatic, susceptibility to, 151400 (3)","P2RX7, P2X7",602566,12q24,Cancer
886,"Leukemia, chronic myeloid, 608232 (3)","BCR, CML, PHL, ALL",151410,22q11.21,Cancer
886,"Leukemia, juvenile myelomonocytic, 607785 (3)",GRAF,605370,5q31,Cancer
886,"Leukemia, juvenile myelomonocytic, 607785 (3)","NF1, VRNF, WSS, NFNS",162200,17q11.2,Cancer
886,"Leukemia, juvenile myelomonocytic, 607785 (3)","PTPN11, PTP2C, SHP2, NS1",176876,12q24.1,Cancer
886,"Leukemia/lymphoma, B-cell, 2 (3)",BCL2,151430,18q21.3,Cancer
886,"Leukemia/lymphoma, chronic B-cell, 151400 (3)","CCND1, PRAD1, BCL1",168461,11q13,Cancer
886,"Leukemia/lymphoma, T-cell (3)",TCRA,186880,14q11.2,Cancer
886,"Leukemia, megakaryoblastic, of Down syndrome, 190685 (3)","GATA1, GF1, ERYF1, NFE1",305371,Xp11.23,Cancer
886,"Leukemia, megakaryoblastic, with or without Down syndrome, 190685 (3)","GATA1, GF1, ERYF1, NFE1",305371,Xp11.23,Cancer
886,"Leukemia, Philadelphia chromosome-positive, resistant to imatinib (3)",ABL1,189980,9q34.1,Cancer
886,"Leukemia, post-chemotherapy, susceptibility to (3)","NQO1, DIA4, NMOR1",125860,16q22.1,Cancer
886,"Leukemia, T-cell acute lymphoblastic (3)","NUP214, D9S46E, CAN, CAIN",114350,9q34.1,Cancer
889,"Leukocyte adhesion deficiency, 116920 (3)","ITGB2, CD18, LCAMB, LAD",600065,21q22.3,Immunological
891,"Leukoencephalopathy with vanishing white matter, 603896 (3)","EIF2B1, EIF2BA",606686,Chr.12,Neurological
891,"Leukoencephalopathy with vanishing white matter, 603896 (3)",EIF2B2,606454,14q24,Neurological
891,"Leukoencephalopathy with vanishing white matter, 603896 (3)",EIF2B3,606273,1p34.1,Neurological
891,"Leukoencephalopathy with vanishing white matter, 603896 (3)","EIF2B5, LVWM, CACH, CLE",603945,3q27,Neurological
891,"Leukoencephaly with vanishing white matter, 603896 (3)",EIF2B4,606687,2p23.3,Neurological
894,"Leydig cell adenoma, with precocious puberty (3)",LHCGR,152790,2p21,Cancer
895,Lhermitte-Duclos syndrome (3),"PTEN, MMAC1",601728,10q23.31,Cancer
896,"Liddle syndrome, 177200 (3)",SCNN1B,600760,16p13-p12,Renal
896,"Liddle syndrome, 177200 (3)","SCNN1G, PHA1",600761,16p13-p12,Renal
897,"Li Fraumeni syndrome, 151623 (3)","CDKN2A, MTS1, P16, MLM, CMM2",600160,9p21,Cancer
898,"Li-Fraumeni syndrome, 151623 (3)","TP53, P53, LFS1",191170,17p13.1,Cancer
898,"Li-Fraumeni syndrome, 609265 (3)","CHEK2, RAD53, CHK2, CDS1, LFS2",604373,22q12.1,Cancer
899,"LIG4 syndrome, 606593 (3)",LIG4,601837,13q22-q34,multiple
901,"Limb-mammary syndrome, 603543 (3)","TP73L, TP63, KET, EEC3, SHFM4, LMS,
RHS",603273,3q27,multiple
902,"Lipodystrophy, congenital generalized, type 1, 608594 (3)","AGPAT2, LPAAB, BSCL, BSCL1",603100,9q34.3,Metabolic
902,"Lipodystrophy, congenital generalized, type 2, 269700 (3)","BSCL2, SPG17",606158,11q13,Metabolic
902,"Lipodystrophy, familial partial, 151660 (3)","LMNA, LMN1, EMD2, FPLD, CMD1A,
HGPS, LGMD1B",150330,1q21.2,Metabolic
902,"Lipodystrophy, familial partial, 151660 (3)","PPARG, PPARG1, PPARG2",601487,3p25,Metabolic
902,"Lipodystrophy, familial partial, with decreased subcutaneous fat of face and neck (3)","PPARGC1A, PPARGC1",604517,4p15.1,Metabolic
903,"Lipoid adrenal hyperplasia, 201710 (3)",STAR,600617,8p11.2,Endocrine
903,"Lipoid congenital adrenal hyperplasia, 201710 (3)","CYP11A, P450SCC",118485,15q23-q24,Endocrine
2903,"Lipoid proteinosis, 247100 (3)",ECM1,602201,1q21,Metabolic
904,Lipoma (3),"HMGA2, HMGIC, BABL, LIPO",600698,12q14.3,Cancer
904,Lipoma (3),LPP,600700,3q28,Cancer
904,"Lipoma, sporadic (3)",MEN1,131100,11q13,Cancer
904,"Lipomatosis, mutiple, 151900 (3)","HMGA2, HMGIC, BABL, LIPO",600698,12q14.3,Cancer
906,Lipoprotein lipase deficiency (3),"LPL, LIPD",238600,8p22,Metabolic
908,"Lissencephaly-1, 607432 (3)","PAFAH1B1, LIS1",601545,17p13.3,Neurological
908,"Lissencephaly syndrome, Norman-Roberts type, 257320 (3)","RELN, RL",600514,7q22,Neurological
908,"Lissencephaly, X-linked, 300067 (3)","DCX, DBCN, LISX",300121,Xq22.3-q23,Neurological
908,"Lissencephaly, X-linked with ambiguous genitalia, 300215 (3)","ARX, ISSX, PRTS, MRXS1, MRX36,
MRX54",300382,Xp22.13,Neurological
909,"Listeria monocytogenes, susceptibility to (3)","CDH1, UVO",192090,16q22.1,Immunological
910,"Loeys-Dietz syndrome, 609192 (3)",TGFBR1,190181,9q33-q34,Connective tissue
910,"Loeys-Dietz syndrome, 609192 (3)","TGFBR2, HNPCC6",190182,3p22,Connective tissue
911,"Longevity, exceptional, 152430 (3)",CETP,118470,16q21,Developmental
911,"Longevity, reduced, 152430 (3)",AKAP10,604694,17p11.1,Developmental
912,"Long QT syndrome-1, 192500 (3)","KCNQ1, KCNA9, LQT1, KVLQT1,
ATFB1",607542,11p15.5,Cardiovascular
912,Long QT syndrome-2 (3),"KCNH2, LQT2, HERG",152427,7q35-q36,Cardiovascular
912,"Long QT syndrome-3, 603830 (3)","SCN5A, LQT3, IVF, HB1, SSS1",600163,3p21,Cardiovascular
912,"Long QT syndrome 4, 600919 (3)","ANK2, LQT4",106410,4q25-q27,Cardiovascular
912,Long QT syndrome-5 (3),"KCNE1, JLNS, LQT5",176261,21q22.1-q22.2,Cardiovascular
912,Long QT syndrome-6 (3),"KCNE2, MIRP1, LQT6",603796,21q22.1,Cardiovascular
912,"Long QT syndrome-7, 170390 (3)","KCNJ2, HHIRK1, KIR2.1, IRK1, LQT7",600681,17q23.1-q24.2,Cardiovascular
913,"Lower motor neuron disease, progressive, without sensory symptoms, 607641 (3)",DCTN1,601143,2p13,Neurological
914,"Lowe syndrome, 309000 (3)","OCRL, LOCR, OCRL1, NPHL2",300535,Xq26.1,Metabolic
915,"Low renin hypertension, susceptibility to (3)",CYP11B2,124080,8q21,Cardiovascular
916,"LPA deficiency, congenital (3)",LPA,152200,6q27,Metabolic
917,"Lumbar disc disease, susceptibility to, 603932 (3)",CILP,603489,15q22,Skeletal
918,"Lung cancer, 211980 (3)","KRAS2, RASK2",190070,12p12.1,Cancer
918,"Lung cancer, 211980 (3)",PPP2R1B,603113,11q22-q24,Cancer
918,"Lung cancer, 211980 (3)","SLC22A1L, BWSCR1A, IMPT1",602631,11p15.5,Cancer
918,"Lung cancer, somatic, 211980 (3)","MAP3K8, COT, EST, TPL2",191195,10p11.2,Cancer
919,"Lupus nephritis, susceptibility to (3)","FCGR2A, IGFR2, CD32",146790,1q21-q23,Connective tissue
920,"Lymphangioleiomyomatosis, 606690 (3)","TSC1, LAM",605284,9q34,Respiratory
920,"Lymphangioleiomyomatosis, somatic, 606690 (3)","TSC2, LAM",191092,16p13.3,Respiratory
921,"Lymphedema and ptosis, 153000 (3)","FOXC2, FKHL14, MFH1",602402,16q24.3,Hematological
921,"Lymphedema-distichiasis syndrome, 153400 (3)","FOXC2, FKHL14, MFH1",602402,16q24.3,Hematological
921,Lymphedema-distichiasis syndrome with renal disease and diabetes mellitus (3),"FOXC2, FKHL14, MFH1",602402,16q24.3,Hematological
921,"Lymphedema, hereditary I, 153100 (3)","FLT4, VEGFR3, PCL",136352,5q35.3,Hematological
921,"Lymphedema, hereditary II, 153200 (3)","FOXC2, FKHL14, MFH1",602402,16q24.3,Hematological
925,"Lymphocytic leukemia, acute T-cell (3)",RAP1GDS1,179502,4q21-q25,Cancer
